box	1372612
stmp	1082923
agio	1439222
aaon	824142
diod	29002
fele	38725
abcb	351569
becn	1124941
unvr	1494319
cdna	1217234
dm	1754820
urbn	912615
isbc	1594012
cnne	1704720
cwk	1628369
yala	1794350
fhb	36377
spb	109177
kex	56047
bmch	1574815
boh	46195
reta	1358762
save	1498710
swtx	1773427
ebc	1810546
wns	1356570
bkuh	1440153
vcyt	1384101
riot	1167419
brfs	1122491
viav	912093
jteky	1446661
livn	1639691
nvg	1090116
tcbi	1077428
aimc	1374535
hi	1417398
lpsn	1102993
ccxi	1340652
bjchy	1454468
eye	1710155
snbr	827187
hypmy	1486749
cldr	1535379
etrn	1747009
ait	109563
mth	833079
spsc	1092699
bbby	886158
pch	1338749
dan	26780
anioy	1438557
mant	892537
rog	84748
go	1771515
insm	1104506
vc	1111335
form	1039399
stay	1581164
ale	66756
eght	1023731
rsi	1793659
ninoy	1446588
jmia	1756708
celh	1341766
imab	1778016
vsh	103730
epr	1045450
amn	1142750
safm	812128
fti	1681459
wor	108516
ccohf	1461283
ag	1308648
bipc	1788348
wtm	776867
apls	1492422
ibp	1580905
blkb	1280058
wri	828916
irbt	1159167
abm	771497
cpa	1345105
utz	1739566
cron	1656472
pdce	77877
mcy	64996
ddd	910638
ramp	733269
eqc	803649
ifs	1615903
crnc	1768267
cmd	19446
atco	1794846
kfy	56679
ktos	1069258
rvmd	1628171
nuva	1142596
atkr	1666138
nsit	932696
pci	1558629
pd	1568100
doyu	1762417
si	1312109
kmt	55242
bxs	1299939
sdipf	1562040
fn	1408710
lcii	763744
cno	1224608
dnmr	1779020
fskr	1525759
sfbs	1430723
mmsi	856982
aple	1418121
ps	1725579
prlb	1443669
nhi	877860
enr	1632790
sxt	310142
dorm	868780
vsat	797721
ptct	1070081
hmsy	1196501
igt	1619762
ful	39368
ava	104918
gatx	40211
nwe	73088
eaf	931148
onb	707179
asb	7789
clny	1679688
aqua	1604643
bli	1689657
mc	1596967
wd	1497770
mmyt	1495153
ccoi	1158324
flr	1124198
ngvt	1653477
trq	1158041
krtx	1771917
cwst	911177
peb	1474098
caty	861842
can	1780652
ccu	888746
cnx	1070412
eat	703351
sstk	1549346
ago	1273813
dao	1781753
rvlv	1746618
verx	1806837
cwh	1669779
sum	1621563
arvn	1655759
tex	97216
wern	793074
sfrgy	1571549
sfnc	90498
hgv	1674168
root	1788882
nsp	1000753
nad	1083839
seer	1726445
fgen	921299
sun	1552275
esrt	1541401
bbu	1654795
band	1514416
out	1579877
www	110471
rcii	933036
trn	99780
vrnt	1166388
opch	1014739
til	1789769
egfey	1437178
cns	1284812
azihy	1533475
usm	821130
sfm	1575515
swn	7332
aca	1739445
ssrm	921638
golf	1672013
esba	1553079
rlay	1812364
comm	1517228
ibtx	1564618
frhc	924805
posh	1825480
dsp	1828791
focs	1651052
bfly	1804176
spt	1517375
mik	1593936
bpxxy	1567024
jgccy	1446662
fhi	1056288
fubo	1484769
tsem	928876
veon	1468091
dqws	1652561
trup	1371285
pdco	891024
colb	887343
lxp	910108
shoo	913241
momo	1610601
pcrx	1396814
lila	1712184
ar	1433270
cdlx	1666071
crsr	1743759
clov	1801170
agi	1178819
dnp	806628
klic	56978
hl	719413
onto	704532
itgr	1114483
sig	832988
cvlt	1169561
aub	883948
cixx	1829948
jw-a	107140
lgf-a	929351
ng	1173420
coop	933136
exls	1297989
cvbf	354647
asccy	1600930
ael	1039828
twou	1459417
atrc	1323885
ofc	860546
bndsy	1438556
rock	912562
jjsf	785956
hri	1364479
alks	1520262
anhgy	1602277
cbt	16040
psec	1287032
smpl	1702744
ucbi	857855
alxo	1810182
regi	1463258
ostk	1130713
psmt	1041803
vg	1272830
cent	887733
iboc	315709
opk	944809
prg	1808834
nstg	1401708
cim	1409493
lob	1462120
bcucy	1581285
yelp	1345016
ths	1320695
mvis	65770
aagh	1098009
trox	1530804
sogo	1713947
hp	46765
vvnt	1713952
grwg	1604868
bstz	1768666
anat	1801075
matx	3453
ese	866706
bmez	1785971
arnc	1790982
csiq	1375877
avav	1368622
scl	94049
fibk	860413
pzza	901491
mor	1340243
kw	1408100
nsa	1618563
bzun	1625414
dy	67215
csod	1401680
cwt	1035201
pjt	1626115
gpi	1031203
nni	1258602
edit	1650664
hth	1265131
door	893691
sitc	894315
ctb	24491
enbl	1591763
taro	906338
fun	811532
exg	1379438
mic	1289790
bnr	1792267
ghc	104889
meoh	886977
zim	1654126
crlbf	1832928
bmi	9092
mgy	1698990
tree	1434621
pct	1830033
gef	43920
cort	1088856
awr	1056903
flgt	1674930
ktb	1760965
carg	1494259
brc	746598
indb	776901
ax	1299709
jeld	1674335
bft	1818355
fult	700564
itci	1567514
inmd	1742692
omi	75252
lthm	1742924
nus	1021561
aozoy	1383906
rckt	1281895
skyw	793733
niu	1744781
clne	1368265
thnpy	1792045
noah	1499543
vne	1733186
mtdr	1520006
maxr	1121142
coke	317540
fix	1035983
laur	912766
svnby	1464794
ain	819793
fcfs	840489
sho	1295810
sanm	897723
rusha	1012019
evtc	1559865
bnl	1424182
cake	887596
rrc	315852
ati	1018963
csq	1275214
flow	1641991
main	1396440
kncay	1447125
plxs	785786
hmy	1023514
svmk	1739936
spxc	88205
accd	1481646
navi	1593538
prmw	884713
tds	1051512
sgry	1638833
mog-a	67887
utf	1275617
fold	1178879
brp	1781755
cmpr	1262976
mfgp	1359711
mime	1644675
uctt	1275014
dcph	1654151
mgee	1161728
cade	1614184
wgo	107687
ailih	18654
unit	1620280
nvmi	1109345
manu	1549107
sky	90896
vcel	887359
rlj	1511337
mtx	891014
iosp	1054905
bvn	1013131
tac	1144800
ihrt	1400891
mxl	1288469
cnnc	1410187
gbt	1629137
lgnd	886163
mur	717423
qntqy	1350865
frme	712534
joe	745308
tjbh	1499785
fmbi	702325
hims	1773751
b	9984
tigr	1756699
jack	807882
fsk	1422183
med	910329
axnx	1603756
xncr	1326732
gdot	1386278
igms	1496323
hkib	1769731
amrc	1488139
aeva	1789029
omab	1378239
fbp	1057706
tls	320121
tse	1519061
gbdc	1476765
fwrd	912728
amrn	897448
jehly	867536
eprt	1728951
shen	354963
phr	1412408
ptve	1527508
tph	1561680
mlhr	66382
aso	1817358
wsbc	203596
blmn	1546417
pubm	1422930
mgln	19411
cnk	1385280
thrm	903129
big	768835
ftai	1590364
bcc	1328581
fnma	310522
den	945764
teo	932470
fbc	1033012
cyrx	1124524
cub	26076
wsfs	828944
mli	89439
avya	1418100
himx	1342338
hlio	1024795
wafd	936528
ffbc	708955
hubg	940942
ruby	1709401
orgo	1661181
rnst	715072
mygn	899923
srne	850261
pqg	1708035
fss	277509
banf	760498
whd	1699136
myte	1831907
dfh	1825088
egov	1065332
vtkly	913744
wbt	1650962
lkncy	1767582
nuv	812801
bcat	1809541
nzf	1137887
btrs	1774155
stra	1013934
gb	1799983
cde	215466
dpuky	1526593
play	1525769
sji	91928
xper	1803696
vrrm	1682745
oi	812074
pax	1825570
prld	1678660
azul	1432364
morf	1679363
vnom	1602065
sbh	1368458
gsat	1366868
ipar	822663
mythy	1437470
bngo	1411690
rpai	1222840
ctre	1590717
simo	1329394
sats	1415404
ngm	1426332
nuvb	1811063
mac	912242
int	789460
gshhy	1012139
om	1484612
xhr	1616000
pgre	1605607
etwo	1800347
sbgi	912752
gcmg	1819796
mnro	876427
amcx	1514991
bdn	790816
pdm	1042776
mwa	1350593
gluu	1366246
cpg	1545851
raas	1804583
kaiky	1447126
crto	1576427
md	893949
ww	105319
prk	805676
rmbs	917273
rig	1451505
drh	1298946
pbh	1295947
odp	800240
pslv	1494728
calx	1406666
abr	1253986
eb	1475115
vgr	59440
axsm	1579428
epc	1096752
vldr	1745317
nac	1074952
trmk	36146
hcsg	731012
oily	1367408
kai	886346
mtor	1113256
anf	1018840
cmp	1227654
goev	1750153
iijiy	1090633
hcat	1636422
tdup	1484778
htlf	920112
fbk	1649749
cswi	1624794
ako-a	925261
orryy	1641431
max	1818383
mdrx	1124804
enlc	1592000
avns	1606498
tr	98677
navg	793547
fcpt	1650132
modv	1220754
atgsy	1437541
ceqp	1136352
cvco	278166
nndm	1643303
bcnay	1445168
tlnd	1668105
tpic	1455684
sim	887153
sasr	824410
ntct	1078075
cstm	1563411
infn	1138639
hyfm	1695295
sah	1043509
epay	1073349
dds	28917
ccs	1576940
real	1573221
cpk	19745
eh	1759783
lbrt	1694028
adx	2230
blue	1293971
yumm	1073748
nmih	1547903
hep	1283140
cohu	21535
baly	1747079
usna	896264
bgs	1278027
iba	1044896
itcb	1276671
pty	1190935
oibr-c	1160846
idcc	1405495
two	1465740
ttgt	1293282
prpl	1643953
sbcf	730708
patk	76605
pipr	1230245
aat	1500217
rvnc	1479290
ue	1611547
crc	1609253
rcus	1724521
msge	1795250
finv	1691445
atge	730464
uehpy	1364276
qtrx	1503274
bdc	913142
jps	1176433
crs	17843
smci	1375365
bur	1714174
lzb	57131
cxp	1252849
gsbd	1572694
wre	104894
sncy	1743907
svc	945394
ari	1467760
drna	1399529
mtls	1091223
mgrc	752714
kar	1395942
gevo	1392380
ride	1759546
bke	885245
pvg	1508844
kn	1587523
fuway	1090454
ety	1340736
sumo	1643269
eva	1592057
napa	1835256
ino	1055726
prft	1085869
prgs	876167
evt	1253327
cvi	1376139
eqx	1756607
tbk	1539638
lac	1440972
flidy	1433087
pmt	1464423
ottr	1466593
clbk	1723596
ontf	1110611
ear	1719395
ntb	1653242
bposy	1588966
pdi	1510599
cydy	1175680
or	1627272
gth	1782594
ego	918608
rpay	1720592
jks	1481513
ehth	1333493
mcrb	1609809
roic	1407623
hrmy	1802665
sm	893538
nmrk	1690680
calm	16160
home	1646228
gpro	1500435
inst	1355754
impjy	1437538
mdgl	1157601
rvt	804116
twnk	1644406
adct	1771910
kura	1422143
vsto	1616318
rqi	1157842
myov	1679082
sjw	766829
cgnt	1824814
cioxy	1483379
imcr	1671927
nwbi	1471265
unfi	1020859
alg	897077
utg	1263994
hope	1128361
ufs	1381531
banr	946673
dsl	1566388
htgc	1280784
dbc	1328237
pro	1392972
eurn	1604481
mfa	1055160
cffn	1490906
gva	861459
erj	1355444
crvl	874866
cva	225648
sndl	1766600
lnn	836157
hyln	1759631
ns	1110805
bsm	1621434
boot	1610250
yext	1614178
acb	1683541
irwd	1446847
cgem	1789972
gcp	1644440
flws	1084869
sgmo	1001233
apph	1807707
mgnx	1125345
btt	1528437
lx	1708259
gms	1600438
nnox	1795251
arcb	894405
hmn	850141
vrts	883237
gab	794685
bgcp	1094831
lkfn	721994
hbm	1322422
prim	1361538
cpe	928022
zntl	1725160
bv	1734713
pand	1807901
atsg	894081
kro	1257640
rlgy	1398987
dlx	27996
bcrx	882796
zuo	1423774
aaww	1135185
mnr	67625
bdj	1332283
nbtb	790359
gnmk	1487371
cnr	883902
pagp	1581990
jag	1685715
npo	1164863
catm	1671013
hska	1038133
fprx	1175505
sava	1069530
scgey	1449267
cyh	1108109
cere	1805387
wkhs	1425287
core	1318084
kalu	811596
cbz	944148
argo	1091748
syke	1010612
ping	1679826
kymr	1815442
aste	792987
silk	1397702
nxe	1698535
evh	1628908
spns	885740
cytk	1061983
pfs	1178970
osis	1039065
srrk	1727196
afya	1771007
vctr	1570827
hhr	1721181
ggal	1114700
domo	1505952
ipoe	1818874
mho	799292
praa	1185348
nymt	1273685
bcab	1826892
blnk	1429764
cstl	1447362
krys	1711279
endp	1593034
mntk	1826600
uis	746838
dea	1622194
ty	99614
pbf	1534504
hni	48287
wetg	1784970
amk	1591587
egbn	1050441
sitm	1451809
szgpy	1450344
gnl	1526113
ken	1611005
wabc	311094
gnw	1276520
amwd	794619
plmr	1761312
gwb	1613665
cccc	1662579
dsgn	1807120
auph	1600620
adldy	1641427
usa	799195
adus	1468328
mbuu	1590976
scs	1050825
mei	65270
spnt	1576018
icfi	1362004
avsfy	1454176
ssys	1517396
nwn	1733998
kron	1741830
ltc	887905
akr	899629
vlrs	1520504
lung	1127537
krg	1286043
oflx	1317945
bsig	1748824
imgn	855654
ypf	904851
vbtx	1501570
dk	1694426
semr	1831840
view	1811856
gbio	1733294
alec	1653087
vor	1817229
ahl-pc	1267395
cenx	949157
rtlr	1748773
ssp	832428
ttcf	1741231
fvti	1626745
htld	799233
imvt	1764013
epac	6955
cbd	1038572
dkl	1552797
ges	912463
abti	1442999
arce	1740594
faro	917491
taqr	1656053
wdr	1052100
amti	1801777
irt	1466085
ttmi	1116942
gbx	923120
prtc	1782999
syx	945114
road	1718227
ewtx	1710072
lc	1409970
efsc	1025835
frta	1678463
ismay	1438655
csii	1180145
ipof	1818873
fgroy	1438926
swm	1000623
zom	1684144
rily	1464790
gff	50725
trvg	1683825
sbtx	1671858
wmk	105418
stkl	351834
plt	914025
qure	1590560
pack	1712463
acmr	1680062
quot	1115128
xpel	1767258
ilpt	1717307
ichr	1652535
codi	1345126
tslx	1508655
din	49754
ladr	1577670
pgti	1354327
arqt	1787306
lmnx	1033905
air	1750
tnc	97134
usac	1522727
iag	1203464
atec	1350653
hrtx	818033
tgh	1413159
cdxs	1200375
esta	1688757
evv	1222922
nfh	1737422
csgs	1005757
grpn	1490281
hy	1173514
aledy	1508668
cash	907471
dmtk	1651944
oxm	75288
giii	821002
zyme	1403752
etg	1270523
fpf	1567569
alvr	1754068
aroc	1389050
frg	1528930
uvv	102037
jout	788329
pra	1127703
lnth	1521036
msc	1713334
vuzi	1463972
sblk	1386716
mrtn	799167
ocfc	1004702
par	708821
etv	1322436
kamn	54381
lwel	1567098
kros	1664710
hyt	1222401
rgnx	1590877
aifly	1065199
nvee	1532961
stok	1623526
hlg	1596964
mag	1230992
step	1796022
repl	1737953
bbn	1493683
pgen	1356090
alx	3499
skt	899715
upld	1505155
fro	913290
cndt	1677703
prch	1784535
tcbk	356171
plrx	1746473
cli	924901
buse	314489
jrvr	1620459
bxmx	1298699
dcbo	1829959
seznl	1662991
pbi	78814
slcjy	1523541
foe	35214
yduqy	1519821
stc	94344
pmvp	1699382
brmk	1784797
ltcn	1732406
acls	1113232
paya	1819881
supn	1356576
wire	850460
fcf	712537
wll	1255474
bma	1347426
nexa	1713930
forty	1045986
ravn	82166
elf	1600033
cvgw	1133470
hees	1339605
btz	1379384
lasr	1124796
pta	1793882
ha	1172222
gogl	1029145
msex	66004
ebon	1799290
mass	1555279
ffg	1012771
zeal	1674988
scr	1787134
mdp	65011
fdp	1047340
knte	1797768
hsc	45876
avo	1802974
oust	1816581
bst	1616678
mtrn	1104657
cmps	1816590
lfugf	1448591
bwmx	1788257
gol	1291733
bjri	1013488
plus	1022408
pten	889900
ghg	1724755
star	1095651
usph	885978
yq	1821468
tba	1832459
clb	1000229
pi	1114995
mile	1819035
opi	1456772
mmi	1578732
trs	842633
bpmp	1708301
invu	862651
sand	1434614
lgsxy	1447221
stba	719220
agc	1823340
ymab	1722964
shyf	743238
fmcc	1026214
tbph	1583107
ecol	1783400
nblx	1647513
enva	1529864
itpof	880224
tup	1008654
acrs	1557746
matw	63296
azre	1633438
pntg	1766400
wpf	1809104
nfj	1260563
bmdpf	1002788
camt	1109138
chco	726854
hmpt	1830197
crk	23194
cmco	1005229
snex	913760
ceva	1173489
jwsm	1831359
qada	1036188
evop	1704596
azz	8947
stpk	1758766
cang	1725123
meg	1643615
sbsi	705432
knsa	1730430
vcra	1129260
slp	1023459
ecpg	1084961
ocgn	1372299
dbi	1319947
nrix	1549595
saft	1172052
lrn	1157408
kos	1509991
tgp	1308106
dcom	846617
mlab	724004
imkta	50493
ocul	1393434
cogny	1584943
fbnc	811589
srce	34782
tbio	1693415
itos	1808865
pfc	946647
scu	1403256
gty	1052752
aac	1829432
amsf	1018979
arko	1823794
bif	102426
revg	1687221
imax	921582
nbhc	1475841
oas	1486159
ntgr	1122904
modn	1118417
tmp	1005817
uscr	1073429
rmax	1581091
evri	1318568
nwbo	1072379
gabc	714395
fmtx	1538927
sttk	1680367
vivo	794172
silv	1659520
cmbm	1738177
eig	1379041
alex	1545654
nmz	1266585
cnxn	1050377
ayrwf	1847462
inva	1080014
sa	1231346
loma	1711375
gpre	1309402
mbin	1629019
nxgn	708818
rdwr	1094366
atra	1604464
nmfc	1496099
tbbk	1295401
vadp	1700849
nhc	1047335
rbbn	1708055
oec	1609804
brray	1381202
hrvsf	1760439
fsm	1341335
ameh	1083446
nrk	1195739
wow	1701051
kfrc	930420
plya	1692412
nrc	70487
cmre	1503584
blfs	834365
olma	1750284
drq	1042893
cdev	1658566
mitfy	1515160
idex	837852
brkl	1049782
ingn	1294133
rwt	930236
atri	701288
rnp	1224450
linx	1770883
sxi	310354
nxrt	1620393
kra	1321646
mx	1325702
res	742278
lorl	1006269
denn	852772
sybt	835324
hurn	1289848
vet	1293135
gsky	1712923
rgr	95029
imos	1123134
scwx	1468666
chef	1517175
ofg	1030469
grbk	1373670
schn	912603
mdxg	1376339
gel	1022321
myrg	700923
fxcny	1164009
hibb	1017480
bhlb	1108134
jws	1800682
epix	1633932
opra	1737450
rdnt	790526
dhc	1075415
oii	73756
trhc	1651561
yi	1738906
bolt	1641281
tmdx	1756262
agys	78749
mtsc	68709
rptx	1808158
prax	1689548
rad	84129
ocsl	1414932
bhe	863436
qqqx	1608741
erf	1126874
cnst	1434418
for	1406587
fph	1574197
mcri	907242
mrsn	1442836
glng	1207179
dvax	1029142
bkd	1332349
dnow	1599617
etw	1322435
cdmo	704562
ptgx	1377121
chct	1631569
brog	1774983
clnc	1717547
arzty	1423210
prta	1559053
dbd	28823
omer	1285819
ngd	800166
axl	1062231
ccf	830524
zumz	1318008
tril	1616212
tvty	704415
hzo	1057060
chy	1222719
sgh	1616533
zgnx	1375151
pump	1680247
pyr	1743344
cls	1030894
arct	1768224
extr	1078271
cara	1346830
cxw	1070985
bpfh	821127
qnst	1117297
iclk	1697818
sndx	1395937
eos	1308335
psnl	1527753
pcvx	1649094
inn	1497645
prpb	1812667
stng	1483934
hqh	805267
maxn	1796898
meso	1345099
fdmt	1650648
afin	1568162
rytm	1649904
arco	1508478
crtx	1662774
cntb	1835268
chrs	1512762
apog	6845
cpuh	1828608
tcmd	1027838
annx	1528115
nesr	1698514
btai	1720893
agm	845877
prrfy	1446252
wprt	1370416
srg	1628063
ffwm	1413837
acel	1698991
crncy	909531
rmo	1757932
plow	1287213
sy	1758530
vff	1584549
erii	1421517
iesc	1048268
clm	814083
ffc	1174164
stro	1382101
sibn	1459839
avxl	1314052
jbss	880117
xl	1772720
cris	1108205
schl	866729
ever	1640428
veco	103145
fax	790500
sfl	1289877
labl	819220
nktx	1787400
pddtf	1718226
ulnv	1605810
ftoc	1816090
crhc	1818212
kref	1631596
phat	1783183
apsg	1820872
awf	906013
gprk	1464591
hgen	1293310
petq	1668673
dac	1369241
insg	1022652
krny	1617242
dht	1331284
cubi	1488813
hfwa	1046025
tgi	1021162
ogi	1620737
gthx	1560241
vei	1693853
akro	1744659
cnob	712771
chi	1171471
lca	1844642
crmt	799850
plce	1041859
gof	1380936
pll	1728205
mgpi	835011
aod	1379400
cts	26058
cers	1020214
obnk	1516912
iiiv	1728688
amrx	1723128
sens	1616543
lmat	1158895
tpb	1290677
enta	1177648
pahc	1069899
ltmaq	1047716
ebix	814549
sii	1512920
ospn	1044777
gsah	1809987
cet	18748
apr	1735803
jpc	1216583
gam	40417
fnko	1704711
talo	1724965
rdus	1428522
ikna	1835579
resi	1555039
myi	883412
pfbc	1492165
ctagy	1450009
mrc	1439095
ebsb	1600125
rc	1527590
advm	1501756
tpc	77543
kids	1425450
hmhc	1580156
kopn	771266
eim	1176984
mmedf	1813814
wnc	879526
rpt	842183
gldd	1372020
bcsf	1655050
desp	1703141
hmst	1518715
merc	1333274
gnog	1768012
geo	923796
mnkd	899460
bfs	907254
sph	1005210
eose	1805077
avid	896841
cown	1466538
aiv	922864
wetf	880631
aacq	1802457
uht	798783
brbr	1772016
nwli	1635984
smp	93389
swbi	1092796
phvs	1830487
wbai	1517496
ivr	1437071
pml	1170299
rbcaa	921557
xog	1655020
ande	821026
dfin	1669811
agro	1499505
tuwoy	1145678
bmtc	802681
rnlx	1811115
pbfx	1582568
ra	1655099
ajax	1824963
banc	1169770
slca	1524741
aio	1778114
igr	1268884
afmd	1608390
audc	1086434
thq	1604522
kyn	1293613
tell	61398
cmgr	1389518
pasg	1787297
lind	1512499
pthiy	1520253
chuy	1524931
lgord	1400438
ainv	1278752
ptnr	1096691
wftlf	1603923
wash	737468
phk	1219360
aosl	1387467
tpgy	1819399
vmo	884152
ango	1275187
jqc	1227476
csr	798359
epzm	1571498
rfp	1393066
ortx	1748907
aegn	353020
wrld	108385
grcl	1826492
ruth	1324272
nx	1423221
swdhy	1531006
radi	1810739
osw	1758488
ten	1024725
lbai	846901
cry	784199
aan	1821393
rtp	1819848
bdtx	1701541
dgnr	1818201
kelya	55135
gsg	1332174
cars	1683606
ufcs	101199
scvl	895447
hngr	722723
np	1296435
amph	1297184
bvs	1665988
stfc	874977
delky	1361371
algs	1799448
dnn	1063259
hcc	1691303
vitl	1579733
grc	42682
pam	1469395
sol	1417892
ccx	1774675
vnda	1347178
trtx	1630472
gogo	1537054
svm	1340677
sri	1043337
msgn	1469372
agx	100591
gdyn	1743725
love	1701758
vvi	884219
ncbs	1174850
altm	1692787
ntus	878526
oric	1796280
ghld	1821160
cii	1278895
ctrn	1318484
lxrx	1062822
bhk	1160864
hutmf	1731805
wlkp	1604665
ofix	884624
veru	863894
parr	821483
pae	1720821
rna	1599901
cco	1334978
tcrr	1750019
tcs	1411688
osur	1116463
uuuu	1385849
knl	1011570
abml	1576873
aeri	1337553
uvsp	102212
prdo	1046568
rnwey	1361369
echo	1426945
ckh	859598
boom	34067
orla	1680056
nfbk	1493225
usat	896429
mmrty	1412481
htd	1260041
mnrl	1745797
atex	1304492
npacy	1450276
mwk	1757715
cal	14707
tig	1801754
cmrx	1117480
by	1702750
ngms	1821349
cmlf	1818331
adap	1621227
coll	1267565
clls	1627281
tcx	909494
bw	1630805
vsta	1792829
abtx	1642081
cldx	744218
hbnc	706129
rekr	1697851
drd	1023512
forr	1023313
umh	752642
gan	1799332
lotz	1759008
le	799288
alpc	1616736
axgn	805928
fi	1575828
phar	1828316
alp-pq	3153
btwn	1815086
bcov	1313275
clsk	827876
adtn	926282
bomn	1494582
vrex	1681622
emd	1227862
bcor	1068875
caap	1717393
hexo	1690947
casa	1333835
tbi	768899
arr	1428205
nex	1688476
dyn	1818794
grvy	1313310
tcpc	1370755
hlit	851310
gmre	1533615
ac	1642122
mrus	1651311
tdf	919893
alta	1636286
acco	712034
fmbh	700565
plab	810136
hfro	1710680
vbiv	764195
exk	1277866
cai	1388430
kpti	1503802
ctbi	350852
wndw	1071840
espr	1434868
bcx	1506289
ccd	1602584
cbb	716133
bxg	778946
atni	879585
oprx	1448431
hone	1769617
tclry	1080259
mcf	1071993
gsbc	854560
thry	1556739
veri	1615165
ziop	1107421
srdx	924717
fanh	1413855
mod	67347
ambc	874501
svfa	1828478
fbms	947559
vtol	1525221
tsha	1806310
holi	1357450
glt	41719
slrc	1418076
rngtf	1431852
pzn	1399249
nie	1383441
scsc	918965
rmni	1635282
icpt	1270073
hlx	866829
clnn	1822791
ueic	101984
idya	1676725
inbx	1739614
mgic	876779
asxc	876378
uslm	82020
boac	1818089
cbtx	1473844
ldp	1548717
avan	1819608
mmx	1773250
sp	1059262
awh	926617
cpf	701347
spwh	1132105
tsc	1380846
asix	1673985
nmco	1774342
fnch	1733257
gci	1579684
qcrh	906465
pfn	1296250
etm	1067837
tile	715787
bcei	1509589
wiw	1267902
ahh	1569187
aten	1580808
adag	1818838
boe	1320375
best	1709505
arlp	1086600
iim	885601
qtt	1733298
nog	1104485
clvs	1466301
kop	1315257
mtw	61986
imtx	1809196
htbk	1053352
vgm	880892
dms	1725134
nkx	1195738
vkq	877463
vygg	1822877
tgs	931427
cgbd	1544206
ll	1396033
good	1234006
btbt	1710350
glp	1323468
crzo	1040593
bto	925683
smlr	1554859
trst	357301
vsbc	1697884
togl	1378125
rbac	1815184
cac	750686
npk	80172
vta	1393662
vinp	1826286
mye	69488
gim	828803
cfb	1458412
gco	18498
hwkn	46250
gden	1071255
dco	30305
pdt	855886
sptn	877422
amtx	738214
ulh	1308208
cgen	1119774
goac	1816176
rxdx	1718852
bowx	1813756
sboey	1578955
sgtx	1821323
bcyc	1761612
capl	1538849
hstm	1095565
pcn	1160990
cir	1091883
calt	1795579
efc	1411342
ecom	1169652
este	10254
sft	1762322
curi	1776909
vray	1597313
utl	755001
goss	1728117
omp	1652133
tirx	1782941
eth	896156
atrs	1016169
sln	1479615
bedu	1696355
wina	908315
xone	1561627
hsii	1066605
bpyu	1496048
trmd	1655891
xent	1271214
etj	1395325
wtre	1601669
nbr	1163739
vxrt	72444
amtb	1734342
iqi	885125
esgc	1532981
asti	1350102
abst	1071058
atha	1620463
fpac	1829426
blbd	1589526
harp	1708493
bfk	1137393
amswa	713425
bit	1562818
hvt	216085
kcac	1841304
myd	879361
albo	1322505
pets	1040130
achl	1830749
zepp	1720446
hzac	1817071
cpac	1221029
vslax	853180
nid	1557915
hzon	1821788
tars	1819790
rmr	1644378
kdmn	1557142
nga	1815495
ih	1814423
cass	708781
untc	798949
rfl	1713863
prvb	1695357
apei	1201792
strl	874238
hci	1400810
tpco	1593195
eoi	1300391
akts	1584754
prts	1378950
gpmt	1703644
rev	887921
ffic	923139
vrtv	1599489
hcci	1403431
grsv	1816816
bzh	915840
nvgi	1500122
kdny	1435049
ardx	1437402
bbdc	1379785
mov	72573
qiwi	1561566
hov	357294
ryi	1481582
lqdt	1235468
ubia	1500242
uec	1334933
cmtl	23197
thr	1489096
cdxc	1386570
vgac	1804591
jynt	1612630
treb	1805833
pdfs	1120914
ke	1606757
leap	1818346
fosl	883569
vvr	1059386
pebo	318300
prty	1592058
viot	1742770
xene	1582313
mtem	1183765
ubp	1029800
yorw	108985
gsm	1639877
mgtx	1735438
arch	1037676
lcy	1822492
ff	1337298
rmgc	1838108
csv	1016281
bgy	1393299
sify	1094324
cyd	932695
sspk	1779474
wifi	1169988
dgii	854775
ipod	1818876
avd	5981
nssc	69633
acic	1824502
mcs	62234
vec	1601548
msbi	1466026
clw	1441236
kalv	1348911
trit	1819876
mitk	807863
cvm	725363
rrgb	1171759
cfiv	1825249
vspr	1818093
actc	1820630
adn	1744494
cldt	1476045
muc	1051004
spaq	1838527
sohu	1734107
lbc	1475348
kodk	31235
plse	1625101
ccv	1812234
gts	1171662
orbc	1361983
fmcb	1085913
cps	1320461
thff	714562
nbb	1478888
vcv	895531
mmd	1518557
tshmy	1503526
ghy	1554697
avk	1219120
oxlc	1495222
sldb	1707502
krp	1657788
curo	1711291
ldl	60977
mit	1826058
nptn	1227025
chw	1396277
vapo	1253176
hafc	1109242
ssdt	1673504
mvf	835948
cmo	766701
mirm	1759425
gmtx	1816736
blx	890541
iiin	764401
newt	1587987
sos	1346610
nxj	1087786
blw	1233681
bgb	1546429
ffntf	1783875
loco	1606366
peri	1338940
hbia	732417
agcb	1830232
pstx	1661460
diax	1608742
ghvi	1819394
gilt	897322
gato	1517006
dtil	1357874
anab	1370053
rlmd	1553643
lxfr	1096056
onew	1772921
catc	711772
gdlc	1729997
hix	1058239
usx	923571
ifn	917100
fsp	1031316
anik	898437
plby	1803914
pgc	1050743
ihc	701869
idt	1005731
knop	1564180
dxpe	1020710
rigl	1034842
sxc	1514705
soi	1697500
gnus	1355848
aldx	1341235
vhi	59255
bfc	1746109
gtii	356590
qd	1692705
dfp	1559991
hps	1215913
dbvt	1613780
aspn	1145986
titn	1409171
mgta	1690585
ryam	1597672
dx	826675
srlp	1525287
oprt	1538716
imxi	1683695
ggn	1313510
tgls	1534675
vaqc	1842386
rick	935419
wimi	1770088
mui	1232860
